wristFlexionExtension,wristRotation,Index MCP,Index PIP,Index DIP,Middle MCP,Middle PIP,Middle DIP,Ring MCP,Ring PIP,Ring DIP,Pinky MCP,Pinky PIP,Pinky DIP,Thumb roll,Thumb MCP,Thumb PIP
0,0,99.01307575,68.77260438,126.1360757,118.6730607,65.40590801,126.7952938,139.6463022,67.23447001,121.0699219,153.2547366,66.44132672,125.2969693,159.9759551,154.4301018,170.0924818
0,0,99.56592927,68.79725142,126.3217954,119.5058293,67.00802988,125.0712107,140.7684214,69.20040934,118.6881991,154.3545416,67.53328557,123.8154337,159.2404489,153.2786311,169.9976687
0,0,98.87271449,70.37017084,125.5520264,118.5427159,68.79266726,124.7800017,139.8632165,71.5014328,117.7871006,153.3273933,72.34418317,120.3733495,160.3257081,153.7104245,169.3181478
0,0,99.56741291,69.01352725,126.4352646,118.6644246,65.73745499,126.4545024,139.5377801,66.81499665,120.8569536,152.9235144,65.46545412,126.3235707,158.6322113,153.6417142,169.1629342
0,0,98.91125079,67.9915688,126.9333211,119.0008619,66.25917387,126.4860971,140.6498757,69.62010773,119.5404823,154.5157023,71.00547638,121.0603602,158.6192727,154.2216769,169.6437284
0,0,100.0839936,68.15298994,126.6261918,119.5801067,65.55208262,126.2485133,140.633482,68.28572193,119.8389525,154.3280422,68.55544989,123.3516539,158.6579561,153.7835272,168.8020982
0,0,99.49783801,69.86176038,125.7546662,119.9429518,67.72826843,126.1116295,141.8054415,72.20313133,118.5495135,154.9319314,79.99642558,113.2958765,159.4834739,154.7557575,169.6443149
0,0,99.78579817,70.52658876,124.9806394,119.9218086,68.30088832,125.3094454,141.5597527,73.1454396,117.4144414,154.8820801,78.26878072,114.6278872,160.5189691,154.3439407,169.4015773
0,0,99.51949747,69.77615072,126.0069174,119.689284,67.26701212,126.3072287,141.4280386,71.68151225,118.5511285,155.1459125,75.94201752,116.8554619,159.1630899,153.6477435,170.0208853
0,0,99.41284624,69.14258842,126.3954479,119.8579534,67.68372675,126.8091306,141.7784544,73.00030302,117.9451554,155.3417804,77.54192284,115.4155503,158.8439946,153.3520492,170.0820288
0,0,99.40826323,70.79446028,125.4374607,119.867571,69.23602784,126.1537704,141.9820975,73.61572716,118.4634296,155.0605738,79.14643815,115.2693476,158.3865631,153.7165569,170.1376689
0,0,100.5911076,71.21509302,125.0937401,120.6630563,69.79865114,123.3777863,142.37028,73.96877413,114.962759,155.269663,76.61888438,116.8015211,158.4198783,153.2429995,169.8438573
0,0,100.0922293,68.92619706,125.8068768,120.919627,68.4879005,125.6972848,143.4457045,74.11780913,116.7699578,156.2869127,80.47047698,113.0652517,159.333,153.4832302,169.8552301
0,0,100.4029615,66.66162848,127.1461515,119.7034108,62.75352532,126.5551485,140.7840037,65.13995076,120.1252942,154.1375425,61.46147626,129.6401471,157.4340367,153.079081,169.7500664
0,0,99.88910723,68.93910817,125.758506,120.5381106,68.58411633,124.4752486,142.7080223,74.89087367,114.4676519,155.4265867,78.05522395,114.3734844,161.0570641,153.791852,170.2555174
0,0,100.021572,67.25947472,127.1464334,120.079549,64.27450582,126.1389738,141.4523223,67.76574355,119.0815127,154.8359789,66.1896577,125.1436443,158.5625341,153.3318707,170.0528903
0,0,99.51251647,68.80181179,126.1293241,120.2949107,68.03232023,124.9799109,142.4855014,72.2823994,116.3260028,155.5654413,73.80334027,118.3999703,158.7382683,153.0021569,170.8967677
0,0,100.0561946,66.78951438,126.6601079,119.2216718,62.0889653,126.3590117,140.0586809,64.66847859,119.7988597,153.761286,62.49818676,128.2489833,157.3452465,153.2465292,169.4973193
0,0,99.49267261,67.7621861,126.2886521,119.8175474,67.31066762,124.4399964,141.3729777,72.85730501,115.2769113,155.48573,71.4622514,119.8230561,158.8450354,152.5626887,169.7772959
0,0,100.4354541,68.15242674,125.7436846,120.1586056,65.01957287,124.4892961,141.5210571,66.75348988,117.8459878,155.4486402,64.71993202,125.2979886,157.0425691,153.4489208,171.1288931
0,0,99.77602142,67.24996443,126.1458192,120.0665987,65.82193214,124.0172624,141.9115389,70.48411772,115.8785703,155.9323096,72.6785047,117.0789326,160.7893248,154.3146125,170.3727179
0,0,101.0212854,69.56780444,125.930053,121.5348222,67.86605623,124.981775,143.3508645,72.1561565,116.3137137,157.1130269,74.97785192,115.6725612,157.727439,154.1424926,170.5827376
0,0,99.53433776,68.70152838,126.0533114,119.4909316,67.52001613,125.0194566,141.4028507,73.41914395,114.9479535,154.5245488,80.03915251,112.2390282,159.7945784,154.0689339,169.5283698
0,0,99.51520435,65.48087805,126.6495706,119.4381595,62.2809288,125.7028946,140.934995,66.14318661,118.4178239,154.8709064,68.58561404,121.4072664,157.4186635,154.2689945,170.6823703
0,0,100.1387142,67.43252906,126.5647383,119.5061031,65.19925752,125.6559178,140.9375992,68.90695386,118.376681,155.1838576,68.15529482,123.272069,156.2796502,153.4222196,170.5896112
0,0,99.22521945,66.83688444,127.5902676,119.7434603,67.42771344,125.9930687,142.6462857,73.83682744,116.5471228,156.0604799,83.54183452,109.0572511,161.8314934,154.1931296,171.2853679
0,0,101.790458,69.18662362,125.8771814,120.606694,63.69588297,125.2059686,140.9784672,65.10743647,119.6411207,155.01581,59.92316693,130.1371882,157.1394377,153.1039723,169.7600691
0,0,99.17799176,69.94271105,125.6912624,119.911397,71.85326577,124.5686027,143.045141,79.53142507,113.1750854,155.8498857,91.56684156,102.6821497,162.0069966,154.2347295,170.5403155
0,0,101.1797828,67.26382184,126.7093704,120.3311015,61.94070248,126.2580049,140.8229475,64.32543149,120.0384102,155.2964064,61.83510414,127.2925777,156.8727013,154.652685,170.2357473
0,0,99.89216267,68.69085454,126.0446765,120.3831588,70.50922848,124.0034139,143.078739,77.41178987,113.003583,156.2403588,85.25606868,107.6829038,160.9841101,154.0506444,170.9864996
0,0,100.9217895,70.34853339,125.4599608,120.8910862,68.03383645,124.7058458,142.3423768,71.95758781,116.6657653,155.7704228,75.37182709,116.7036292,158.2428264,154.340945,170.4669752
0,0,99.49127612,69.50744849,125.3000594,119.6854618,70.26892317,123.8695521,142.0692654,75.67484019,114.1734841,155.0127664,84.29702297,109.2674363,161.4603783,154.9106866,170.8915994
0,0,99.43995696,65.08524275,126.8861418,118.599165,60.82072574,126.8303727,139.5845418,63.58619236,120.4507873,153.4708436,62.59387922,127.0234915,157.849629,154.3900641,170.4335068
0,0,99.59851239,71.04516273,124.6809958,120.2525601,70.56347124,125.4236749,142.503433,75.73607842,116.142786,155.9406404,86.48003195,107.3367856,161.7743576,154.3870938,170.3560683
0,0,99.71324026,65.39659305,127.3131503,119.0927347,62.47047459,126.9297719,140.4821633,66.51619543,119.4970146,154.1625329,68.6290389,121.9563311,159.5453369,154.4765475,170.3227651
0,0,99.93927571,69.96002452,125.370895,120.3211782,68.76309829,124.5193766,142.1443941,74.24163689,115.5154835,156.0367074,80.21389159,112.43806,159.6447907,153.9707199,170.3433936
0,0,100.074437,70.17808317,125.1896771,119.9354795,67.99277048,125.2799565,141.7298398,72.63264962,117.3843354,154.6776972,78.98144613,114.3300458,159.7763886,154.4910847,169.3661773
0,0,99.20142322,67.95861896,126.0794698,119.3791861,66.36463584,125.4689358,141.347301,69.2441977,118.3689243,155.4041549,71.35808548,118.9742573,161.4279395,154.0907529,170.9045564
0,0,100.2934295,70.35194477,124.2859037,119.6535632,67.89106287,123.0193552,140.9720594,71.53625796,114.5981797,154.6433892,73.68699596,116.7768481,160.4910142,154.9532713,170.5688261
0,0,99.89030616,67.39872429,126.5240889,119.4275715,65.69633737,125.8002102,140.9901095,70.82242095,117.3912009,154.3436208,73.46182092,118.706862,159.0610846,154.3552048,168.6577775
0,0,100.5584923,67.12670252,127.1939581,120.1811684,64.24877901,127.5715073,141.5710462,67.94172217,120.2302799,155.3578266,70.59463982,120.8934673,158.49825,154.3988613,170.3844725
0,0,100.1531995,70.22546272,124.6236248,119.5070568,68.02742946,125.2223002,140.9281861,73.28078331,116.8002539,154.061108,76.00745678,116.6537172,160.2120373,154.479761,169.3643445
0,0,99.93415816,67.660201,126.693418,119.5210111,65.78716952,126.8738128,141.1456609,70.9011178,118.3113822,154.6553826,77.21087063,115.213103,159.7173298,154.9416659,169.2270993
0,0,99.64250589,69.16391735,125.3096066,119.3535198,66.10695221,125.9461234,141.247321,69.73446352,118.4435321,154.6434659,76.58273627,115.4187699,159.2358046,155.0429607,169.4893153
0,0,99.58494234,67.59022027,126.1855441,119.1826228,64.99022689,126.4664687,140.6587702,69.49819757,118.3485743,154.1859882,75.61695274,116.4123749,160.8908646,155.0783725,169.7502262
0,0,100.4194608,68.96321656,126.4825514,120.016144,66.18147204,127.654066,141.5246435,71.66536007,118.525502,154.726434,79.38634867,114.029619,159.0762661,154.5025498,168.7432234
0,0,100.1417258,70.0409056,125.3645075,120.4172398,68.12541647,126.1296403,142.5355641,72.42496964,117.9894305,155.4036486,79.58698689,113.5342974,160.0722845,154.2681121,169.4688275
0,0,99.84371335,68.08213619,125.1839749,119.0281183,63.22539651,125.6133177,140.3995157,66.69968007,118.9592638,154.3277021,65.89547172,124.0965875,159.6831625,155.061238,170.0291154
0,0,100.1164407,71.62512472,124.2630216,120.5201215,69.94876374,124.1209324,142.4277268,73.79933991,115.9160051,156.3037204,77.1749617,114.7051564,158.3530021,153.7456162,170.5811203
0,0,101.1211845,65.52429045,128.0023975,120.6611357,63.22357395,127.0919571,141.9654646,67.86192745,118.7190212,155.8210007,67.62616014,122.4186083,155.9207747,153.9904621,169.6531557
0,0,100.0515704,69.56005518,126.8023025,120.7377527,69.62970396,126.0630865,143.7365331,75.60173079,116.6016329,157.1222402,85.45124612,108.7582225,160.8108701,153.7778704,169.7611413
0,0,100.5898723,66.93399544,127.5163647,119.6701382,60.79790595,128.0733336,140.1923149,63.52395773,121.9587383,154.3328586,58.36897769,131.4810544,157.26355,154.4913153,168.6490824
0,0,99.98164679,70.05795627,126.6505148,120.6060624,70.39089072,125.6343346,143.1218591,76.22105725,115.6152348,156.6276389,83.38340883,110.120708,160.3176767,153.3619924,169.5067678
0,0,100.8529901,67.66408192,126.79607,120.8049169,64.47623616,125.518197,142.322651,68.01495448,117.9992879,156.038939,70.26766974,119.9338521,156.9890295,154.2163447,169.6315798
0,0,100.2494919,70.57288152,126.1808101,120.9089057,69.44720727,126.1244556,143.2110957,75.21567869,116.4513086,156.2421106,83.38901264,109.6203672,159.3649932,153.9249481,169.5219648
0,0,101.3790504,69.37413382,125.8954308,121.4526825,65.38109318,124.622547,142.7985985,68.29085232,117.361122,156.9272263,73.57528821,115.4844584,157.5658937,154.8239573,170.7224425
0,0,100.7023736,71.60796959,125.3590783,120.3536487,68.81984363,125.0209865,142.3383209,73.24466188,116.3733185,155.2885271,82.12103197,110.7685025,161.2922933,155.369323,169.6048226
0,0,100.8034663,68.84985275,126.5499048,120.8286904,65.005056,125.6592254,142.3573468,67.5327795,118.5160004,156.2292385,67.6901113,122.2811318,159.5761613,154.7267972,169.8965405
0,0,100.0328776,70.51548339,125.9401591,120.002746,69.13777689,125.6166823,142.281387,74.12837068,116.725222,155.3534546,81.90561988,110.99612,161.6470223,154.8988016,169.429852
0,0,100.5753212,70.51605459,125.7875427,120.4649172,66.31717034,125.9520615,141.6312513,68.62103525,119.6578795,154.8553321,71.68702109,120.2205572,159.5331671,154.745937,169.5176195
0,0,100.1251525,67.90522864,126.9051307,121.0750942,67.29824441,124.7435315,143.7737052,72.5390062,115.2321552,157.2554825,86.22184697,104.3903752,161.8671783,155.6582426,170.7730679
0,0,100.3510594,70.93462593,125.5581491,119.3763114,65.69402241,127.1062337,140.3672387,68.98327926,119.7137488,153.668968,73.62769248,118.852564,159.9224444,154.6327107,167.5414381
0,0,100.7208977,68.2975184,126.4969348,120.9939646,66.1692335,125.4682802,142.9008058,70.58488409,117.1732528,155.984521,78.14237223,112.7647192,159.6929923,155.1758792,170.2898273
0,0,99.81106811,69.7676596,126.1566602,120.0612186,66.93058236,126.0409623,141.8193246,70.61720234,118.2116157,155.0468356,76.45480999,115.2588597,161.4492065,154.6001206,169.3583842
0,0,100.2278842,69.74310901,126.0117303,119.8346963,66.39572398,126.3250036,140.9919272,70.4508078,118.2211367,154.4924389,73.01754611,118.0062554,160.2993979,155.0646096,169.1843474
0,0,101.0599619,69.9607823,126.2378961,120.8265253,67.35498885,125.8637697,142.15326,71.39366247,117.9684724,155.5964333,76.37619004,115.0828604,160.158915,154.9681578,169.6304744
0,0,99.8702433,69.10456922,126.0074008,120.0361865,67.21222583,125.5255767,141.8043204,72.261479,117.3146071,154.9869156,79.10174508,112.6797673,162.6669505,155.4053677,169.8898614
0,0,99.89680652,68.80537227,126.7314403,119.7668082,65.07895799,127.3209439,141.3865841,68.80085765,119.9083985,154.7747586,74.83201515,116.2774048,159.920076,154.728051,169.0929786
0,0,100.3631047,70.02850459,126.1175459,120.5186601,67.91650573,125.6156838,141.8147025,72.84504299,116.7798528,155.238991,77.0046177,114.7303019,160.4817246,155.5584179,170.0077956
0,0,100.0959972,69.9148746,126.1185809,120.2702603,67.9367682,125.9016269,141.9324224,72.57449491,117.7104004,154.7498191,78.56309089,114.4294663,161.3012734,154.4377696,168.5849376
0,0,101.1356198,68.90947631,126.785537,120.9699177,65.83931595,126.7266893,142.5146928,70.26063219,118.0214421,155.6903775,78.01488258,112.934454,159.4876262,155.4373825,169.4654181
0,0,101.1712055,69.65665008,126.5818768,120.971118,66.18218738,127.3977302,142.6221478,70.74599232,118.6907047,155.4328355,80.04717992,112.4083399,160.5144935,155.5822815,168.9651221
0,0,100.6226994,71.49478496,124.6204547,120.6408691,68.24823111,125.0688084,142.5074589,73.91214858,115.6080621,155.402635,84.88289147,108.1069704,159.9489798,155.1013316,168.0685649
0,0,101.6070607,72.19925947,125.3438846,121.4006372,68.48627897,126.7839287,142.9893733,73.60461281,118.1018593,155.4416915,83.68713921,109.7786607,160.9702184,154.9767714,168.6391954
0,0,100.6016626,69.46805113,125.7651532,120.1505037,65.24492516,126.8596279,141.5422239,70.66268315,118.4138156,154.7883464,75.41100045,116.5006336,158.7461824,155.2415193,168.1000656
0,0,100.936904,72.05838999,124.4398597,121.1342501,70.25201657,125.5426273,143.2609998,77.14888967,116.0811479,155.6476564,89.58054124,104.3987387,160.4389813,156.0173928,168.9468033
0,0,101.2852801,70.15544333,125.4966938,120.5312062,65.5584004,128.6077438,141.6244228,71.96447761,120.3100217,154.2232727,79.16210436,114.2262283,159.0542357,155.8347378,167.6689647
0,0,101.6828546,74.18581349,124.7040608,121.9161002,73.11866118,126.6708452,143.959136,81.3380176,115.7032758,155.9945238,100.334774,96.48970767,161.7420085,155.5104989,168.5288549
0,0,102.5453183,75.47671916,124.4293034,122.5783247,72.89816827,127.2091534,144.3321974,81.02217903,116.0418529,156.0443751,98.21633488,100.5855477,161.2730036,153.7817332,167.0715456
0,0,103.8558765,77.76960675,123.3880696,123.842351,78.06956194,124.6339163,145.7387234,87.75836498,112.0305438,157.471783,106.2305144,94.26449442,162.3121455,153.4812286,168.2129937
0,0,103.9092523,74.79760484,124.2708805,124.1641899,74.08496766,125.291186,145.8575109,81.53365407,114.9523441,158.510989,94.21354348,103.0922841,159.2406438,152.8020425,166.529039
0,0,105.6933393,71.54406936,124.1910866,125.2020097,72.2759025,124.9098077,146.4568927,81.22174034,113.2912912,158.6112753,92.43787973,103.6350023,161.2493118,152.4840517,164.7234357
0,0,108.7195603,71.07915508,123.7541341,128.0908391,69.8840789,124.8303572,147.9238752,74.68508483,116.0849766,159.2375643,68.46085241,123.081547,160.5547092,149.9697529,165.4502102
0,0,111.1271225,74.60728957,122.5725643,131.7863112,71.4903226,121.9491851,151.5288296,76.5963084,112.9592306,162.008714,66.06277803,124.0916849,154.3412828,149.2926709,168.8334322
0,0,118.1239803,88.91045918,118.9304356,134.2467555,79.2251703,117.7517039,151.9537678,81.81282219,111.4398003,160.0569836,77.64955872,116.0889956,151.6363046,149.3905506,167.7318981
0,0,122.9183367,103.93355,119.3130606,138.6731577,100.5542276,116.126166,157.5260455,109.485335,103.5461756,164.4860897,121.9323055,79.72124317,162.2268889,152.7493636,168.774275
0,0,126.2598345,110.4789757,127.081643,142.2043044,104.6875411,127.7128719,158.692122,113.6488615,110.8209847,164.1316558,127.4918692,80.12215659,166.4886269,155.8424368,169.6243286
0,0,131.9649978,127.6073421,142.0709488,143.5165046,115.381354,130.9304018,160.7272172,123.3682287,108.5645052,166.9623571,141.0320081,80.80129752,165.4564955,158.4436971,170.8606004
0,0,132.7335682,135.4403661,143.2539354,144.078856,120.1413735,122.7780363,162.7102819,126.4032728,103.6092446,170.5003445,143.9880478,82.22076183,155.0180572,156.612813,174.6614869
0,0,137.123796,130.3215968,144.6425234,145.0148668,115.3208516,121.9013869,161.8632769,117.9620579,107.2093206,170.0719898,138.5887423,84.35839439,150.1923968,155.017426,174.8880456
0,0,144.3729548,134.740734,155.8212346,148.9696683,139.7744568,148.313142,159.998209,140.0159564,135.1572221,166.1324116,151.694131,130.3543218,162.9016102,157.9113658,170.4313015
0,0,144.5304063,137.0007766,164.6019779,154.5519867,147.0862283,163.8726838,161.5317703,151.2415175,164.7515781,164.7731221,160.1785609,169.3297097,158.6090634,157.4188324,168.3999287
0,0,147.7916188,142.9283353,167.6090641,154.0421263,148.5007797,166.3324543,159.4018953,155.2733697,170.4564941,165.4481631,166.4592385,173.5602367,150.0806515,155.5222984,169.7231053
0,0,144.8296177,147.4575583,169.1537017,152.4023404,154.0844627,169.6707604,163.966025,157.1266084,170.851325,172.0850299,170.651455,178.7478424,152.8148137,153.5297024,166.3335941
0,0,147.2177414,149.3589788,171.1170695,156.8650541,151.8411246,168.5554288,165.2493409,155.9971223,171.9528373,171.3978602,167.9779512,175.4685573,149.7612604,154.8335652,166.497503
0,0,149.922502,151.1251402,171.7777216,159.4828381,156.6210863,172.1184125,165.0004757,160.4563914,174.2094192,171.0591175,167.6518024,177.1711657,149.203039,156.7254947,165.6973579
0,0,149.7855088,153.092746,173.5423823,160.9683239,155.123034,171.9355075,166.8603588,157.078579,174.0275193,177.2875029,165.6750448,172.1497869,151.2590179,156.9184498,166.8766323
0,0,153.9589931,156.1276761,173.4660746,165.3118669,157.5905485,174.7027518,170.6538914,159.1488861,173.4727711,178.8269872,162.735176,170.5044677,145.1989343,156.9345632,169.5859319
